MSSubClass,MSZoning,LotShape,LandContour,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtHalfBath,Functional,FireplaceQu,GarageType,GarageFinish,GarageCond,SaleCondition,HouseAge,RemodelAge,TotalArea,TotalBathrooms,OverallScore,ExteriorScore,KitchenScore,LotFrontageRatio,BedroomRatio,HasFireplace,GarageScore,TotalPorchArea
0.9908492302722096,0.8430232511911926,0.7575906279364145,0.757152790180216,0.5960040468819775,0.8006726045454149,0.9667351454774525,0.9853257054582891,0.779048529875835,0.8654243386572765,0.8579211428739217,0.296969696969697,0.9926716333634522,0.6176284930313523,0.8128222256382933,0.6647797357849138,1.0,0.43607164916615193,0.07865757734661773,0.9771639886434926,1.0,0.991035316608264,0.3789287295263391,0.5301055245189323,0.0,0.9837900903373091,0.5338589658361587,0.7737435055994588,0.8476325513657167,0.991575649989491,0.6118176228684667,0.03676470588235294,0.08333333333333333,0.5421789617486339,0.7,0.4861111111111111,0.7154256890919944,0.4999120874542448,0.20703871292106588,0.46875,0.0,0.5204178537511871,0.11254612546125461
0.7949403951149427,0.8509582928998816,0.7706394802958492,0.7670641517213757,0.5702713131359338,0.5990409081797138,0.9790877465050581,0.8522137151005231,0.7871632425817819,0.6207590078158315,0.6165029281494212,0.0,0.6656780453161845,0.6197416900378755,0.8194865481515226,0.9890610996458453,0.6729914169000748,0.6040765904879555,0.14892501310959622,1.0,1.0,1.0,0.5586542718016821,0.0,1.0,1.0,0.5995512982362027,0.7777209268420433,0.8550677594576565,1.0,0.6164886203811303,0.22794117647058823,0.5166666666666667,0.5604508196721312,0.5,0.6666666666666666,0.4576950075348394,0.33435027152268765,0.22429193899782135,0.625,1.0,0.44054189600696303,0.0
0.9863816489629186,0.8437790992854782,0.9424254099027092,0.7576424726187488,0.6067660884711513,0.799220580686446,0.9681749251099376,0.971566683982827,0.7823069635621134,0.8566846396941766,0.8498115695857551,0.24545454545454545,0.9970253644060368,0.612613727355119,0.8110757830572293,0.7682169830095876,0.9922380428140051,0.30018529956763434,0.22758259045621396,0.9744199341848607,1.0,0.9886002499445204,0.4072598494909252,0.5375543140906269,0.0,0.991356522248372,0.5891996838842596,0.7714860175533378,0.8384970628601709,0.9915194715724441,0.6076041078078598,0.051470588235294115,0.1,0.5730874316939891,0.7,0.4861111111111111,0.7211196172344921,0.4994078487290854,0.16268641975308643,0.625,1.0,0.5771151357941658,0.07749077490774908
0.7116992753970364,0.8430232511911926,0.9325018119094682,0.757152790180216,0.6315918465619345,0.8006726045454149,0.9667351454774525,0.9853257054582891,0.779048529875835,0.5653274080582614,0.5685148390485651,0.0,0.5624578328092629,0.4283020364495793,0.9357975279086973,0.6647797357849138,0.6668161072707699,0.13341568869672638,0.2831672784478238,0.7168483096620637,1.0,0.991035316608264,0.42540947321823813,0.4692737430167598,0.0,0.9837900903373091,0.6713416513817423,0.5092621261257041,0.5863062913296968,0.991575649989491,0.47808257064881265,0.6691176470588235,0.6,0.5379098360655737,0.4,0.4861111111111111,0.44655582325904697,0.4999120874542448,0.16909968175751977,0.5357142857142857,1.0,0.6096866096866097,0.566420664206642
0.9908492302722096,0.8430232511911926,0.9325018119094682,0.757152790180216,0.9501470391342544,0.8006726045454149,0.9667351454774525,0.9853257054582891,0.779048529875835,0.8654243386572765,0.8579211428739217,0.5303030303030303,0.9926716333634522,0.6176284930313523,0.8128222256382933,0.8289743142226413,1.0,0.4045707226683138,0.25694808599895125,0.9771639886434926,1.0,0.991035316608264,0.5068614431164232,0.6536312849162011,0.0,0.9837900903373091,0.5989081363860819,0.7737435055994588,0.8476325513657167,0.991575649989491,0.6118176228684667,0.058823529411764705,0.13333333333333333,0.7607581967213115,0.7,0.5555555555555556,0.7154256890919944,0.4999120874542448,0.15854577455105465,0.5555555555555555,1.0,0.7939221272554606,0.15498154981549817
0.5985304942743896,0.8430232511911926,0.9325018119094682,0.757152790180216,0.4812339695696333,0.8006726045454149,0.9667351454774525,0.6758151670657025,0.779048529875835,0.8654243386572765,0.8579211428739217,0.0,0.5626131290226305,0.6176284930313523,0.8128222256382933,0.6647797357849138,1.0,0.45213094502779494,0.033560566334556896,0.9771639886434926,1.0,0.991035316608264,0.3523683045595396,0.35133457479826197,0.0,0.9837900903373091,0.5338589658361587,0.7737435055994588,0.5863062913296968,0.991575649989491,0.6118176228684667,0.11764705882352941,0.23333333333333334,0.462431693989071,0.5,0.3472222222222222,0.44655582325904697,0.3335947352867516,0.16208131617270832,0.25,0.0,0.4558404558404558,0.6457564575645757
0.7760393066932417,0.8437790992854782,0.7607164029530424,0.7576424726187488,0.6751154378285978,0.799220580686446,0.9681749251099376,0.8461462056739556,0.7823069635621134,0.8566846396941766,0.8498115695857551,0.2818181818181818,0.9970253644060368,0.9917880905399888,0.8110757830572293,0.8227511923299506,0.9922380428140051,0.8455836936380482,0.16622968012585213,0.9744199341848607,1.0,0.9886002499445204,0.7498893315626384,0.0,0.0,0.991356522248372,0.6748456284114907,0.7714860175533378,0.8384970628601709,0.9915194715724441,0.6076041078078598,0.022058823529411766,0.03333333333333333,0.7390710382513661,0.6,0.5555555555555556,0.7211196172344921,0.4994078487290854,0.20018122282629833,0.5357142857142857,1.0,0.6036928065215287,0.10516605166051661
0.9653018419778698,0.8386753952792424,0.9206781348104575,0.7524433735081147,0.5691163194282931,1.0,0.9691217859454544,0.9584502402095385,0.7793708613464322,0.6439076745499743,0.6534568508558574,0.36363636363636365,0.6644836688293593,0.618876973605604,0.8076413350008502,0.7852350400037693,0.6772135271702706,0.5305744286596664,0.11326691137912952,0.9802307781649726,1.0,0.9903470290516552,0.4900398406374502,0.6101800124146493,0.0,0.9853629248988008,0.6011558246051709,0.777162521008516,0.8564406284288983,0.9907257145729099,0.6135141494753056,0.2647058823529412,0.6,0.703551912568306,0.7,0.5833333333333334,0.45064776586432403,0.3325793896783339,0.18055186688265465,0.5357142857142857,1.0,0.45896215349931374,0.7970479704797048
0.5961711999869738,0.5551106232477252,0.7607164029530424,0.7576424726187488,0.36879191947948353,0.5279975029085441,0.9681749251099376,0.6708901044908975,0.7823069635621134,0.7938900484516112,0.5908455150070717,0.0,0.5708805713676968,0.4289109289781934,0.8110757830572293,0.6585150087026639,0.7215661228557314,0.0,0.4992134242265338,0.7277616771948862,1.0,0.6081203839353884,0.4524125719344843,0.46679081315952825,0.0,0.7785784662265891,0.5891996838842596,0.5105454193549714,0.5936300404198636,0.9915194715724441,0.48812860518105083,0.5661764705882353,0.9666666666666667,0.5607923497267759,0.4,0.4861111111111111,0.45561569936371604,0.6755413676181345,0.22429193899782135,0.3125,1.0,0.29072872084931267,0.37822878228782286
0.5169662000388137,0.8509582928998816,0.7706394802958492,0.7670641517213757,0.390973983132513,0.5336202860304758,0.6421363871322898,0.5429908147737625,0.7871632425817819,0.6207590078158315,0.6165029281494212,0.0,0.5514741919642455,0.4289214713976556,0.8194865481515226,0.6647909654112155,0.9946967067970919,0.525633106856084,0.07341373885684321,1.0,1.0,1.0,0.4767596281540505,0.0,0.0,1.0,0.5995512982362027,0.7777209268420433,0.8550677594576565,1.0,0.6164886203811303,0.5073529411764706,0.9666666666666667,0.38883196721311475,0.4,0.4166666666666667,0.4576950075348394,0.6687005430453753,0.1813681447421736,0.5,1.0,0.19313168641719922,0.007380073800738007
