Id,SalePrice
1461,132179.3937878986
1462,151930.77338688474
1463,181542.78550339004
1464,192083.36227070118
1465,196185.6514640322
1466,177248.63976322606
1467,194014.36772606554
1468,168552.3251164579
1469,182791.13742720932
1470,118974.1200604423
1471,196387.40374188818
1472,96293.35357545575
1473,93757.11082276682
1474,150616.14663750128
1475,128549.79517217264
1476,301649.30491505185
1477,235027.41449593927
1478,282847.7223877092
1479,275898.4298015063
1480,338908.2916374052
1481,284081.1924863511
1482,211263.15445120956
1483,178951.34971527065
1484,166660.49913979502
1485,188169.45671552906
1486,202272.04755015863
1487,292151.38593365066
1488,229584.93237636096
1489,193195.52256718194
1490,229925.25862233542
1491,189305.2792835992
1492,99215.23652580271
1493,176715.0138368208
1494,286150.962061696
1495,269901.21001847397
1496,239677.65360724722
1497,186404.65250768617
1498,159377.16168912218
1499,159013.6108180791
1500,158247.4491544946
1501,168122.6677456344
1502,151522.8687584024
1503,266619.1667963833
1504,251903.08069107006
1505,232887.4440605241
1506,185716.78057620287
1507,232463.46853813255
1508,187636.16677951554
1509,148711.306640144
1510,150568.5748818902
1511,139704.39220559783
1512,166930.74838630797
1513,137034.99407023814
1514,150151.69319273788
1515,183767.24113612014
1516,135652.15477927992
1517,171432.9910397057
1518,134214.35929861982
1519,217276.02750383815
1520,133252.5291426411
1521,130740.4824405353
1522,172040.18470991027
1523,107921.95747160638
1524,125586.2968482065
1525,118194.24386820101
1526,112850.69668707527
1527,106750.68260335468
1528,129615.0612404478
1529,137910.859682229
1530,184332.88763979543
1531,107716.4721023348
1532,91760.42867290459
1533,147582.07054331707
1534,115382.07581474006
1535,144208.86350759
1536,112945.93310772208
1537,78509.34551574865
1538,164146.84296726892
1539,196023.71136491117
1540,91563.35707564338
1541,137250.78133335497
1542,129111.11592695417
1543,188485.9130407107
1544,82278.18064450091
1545,110294.8549792809
1546,123524.23602321552
1547,123036.97813973711
1548,134342.1349575611
1549,117376.22271668134
1550,128455.7811806403
1551,101827.49626665087
1552,134929.62838375827
1553,148539.92570436248
1554,113617.86257795885
1555,161380.1776391614
1556,83746.42099404114
1557,107560.73385646273
1558,99948.41261918371
1559,100406.13675391002
1560,137676.288442458
1561,135273.79488196675
1562,130954.6354214847
1563,122920.52115287023
1564,146289.88655692365
1565,142928.05681239758
1566,252969.8072237744
1567,76619.16388171082
1568,209090.96884480744
1569,147922.64317613683
1570,149041.43979509364
1571,120031.16347941979
1572,140903.2937411607
1573,205216.55223729723
1574,118502.34445708625
1575,207203.01812766498
1576,253338.31507068308
1577,181584.76127980204
1578,145256.1876296059
1579,135507.15716373525
1580,184623.1550553533
1581,171694.03647924433
1582,125927.0409827681
1583,294549.5285945848
1584,233025.34870494396
1585,138995.73566892112
1586,68453.58134147119
1587,103231.06610552463
1588,147033.1946143082
1589,100230.60891383843
1590,130036.56424732615
1591,92776.40103173474
1592,115608.94343164226
1593,121026.51469248682
1594,123968.07501618887
1595,112517.0030305307
1596,237907.16126788905
1597,172821.3147358715
1598,193441.23467189333
1599,175542.77708407628
1600,181298.31665037372
1601,64932.41345393358
1602,111637.18491981925
1603,91272.21457466582
1604,249489.23595359278
1605,233854.4925473079
1606,172963.69541574732
1607,162459.96714927081
1608,209469.49765877065
1609,173997.48067350022
1610,154374.04882669434
1611,137649.26459387067
1612,162086.13657103843
1613,166633.73903874343
1614,128833.26075374753
1615,88299.88055728644
1616,72531.39868071339
1617,90478.21855585321
1618,119449.94691221624
1619,143694.1387962426
1620,160473.93604194882
1621,134603.98183430618
1622,139423.95214228224
1623,272336.1878279206
1624,218233.31677505825
1625,119220.64476287294
1626,156973.74308301372
1627,182467.43203413681
1628,273869.7192432792
1629,172853.67099439178
1630,285978.3684147328
1631,206435.26520234512
1632,234647.14945433312
1633,176517.51921398233
1634,190501.9043573294
1635,179495.26370397132
1636,155876.84693523005
1637,196461.82175567088
1638,201890.40900774434
1639,175900.8536740981
1640,261273.14511012484
1641,163419.21175274876
1642,228725.12910937326
1643,235539.22544590465
