Id,SalePrice
1461,136504.9
1462,152476.95
1463,178092.83
1464,190028.1
1465,188358.94
1466,183697.4
1467,197990.12
1468,173747.97
1469,182797.9
1470,116476.664
1471,192765.62
1472,100944.24
1473,94594.4
1474,156164.3
1475,128416.83
1476,330232.44
1477,240785.47
1478,288826.6
1479,272157.78
1480,322851.88
1481,292125.28
1482,217738.06
1483,167709.78
1484,163295.22
1485,166237.62
1486,202369.92
1487,301676.4
1488,243187.34
1489,193953.73
1490,212335.84
1491,189731.3
1492,111555.91
1493,151984.78
1494,265927.78
1495,262315.3
1496,228420.27
1497,194697.06
1498,157055.2
1499,160559.78
1500,161348.75
1501,174733.17
1502,147156.52
1503,280113.9
1504,251810.7
1505,237004.95
1506,183711.06
1507,235191.53
1508,186974.78
1509,155044.66
1510,147774.45
1511,138899.52
1512,152632.19
1513,140675.06
1514,156879.31
1515,196623.47
1516,133003.9
1517,167186.94
1518,135568.48
1519,199026.4
1520,135002.1
1521,132476.67
1522,162289.05
1523,114748.31
1524,125623.43
1525,123051.336
1526,123133.75
1527,121467.305
1528,147577.56
1529,138986.58
1530,192269.55
1531,113185.97
1532,103863.586
1533,142325.28
1534,122402.695
1535,146845.28
1536,117265.12
1537,89237.484
1538,149824.25
1539,181282.86
1540,90456.84
1541,134711.95
1542,140975.77
1543,211668.83
1544,90380.016
1545,109027.63
1546,120989.36
1547,119257.945
1548,137641.0
1549,120408.75
1550,132169.12
1551,116181.016
1552,121127.89
1553,145567.52
1554,120678.1
1555,171120.0
1556,84503.5
1557,102262.695
1558,96718.49
1559,97050.01
1560,147066.86
1561,140971.73
1562,133120.4
1563,126591.8
1564,156396.94
1565,146103.81
1566,251332.77
1567,79604.305
1568,208829.47
1569,144993.66
1570,140708.88
1571,118597.62
1572,139729.22
1573,188811.27
1574,129103.75
1575,192472.1
1576,260519.06
1577,182874.48
1578,153978.56
1579,139763.75
1580,187131.22
1581,161333.06
1582,132037.11
1583,284276.06
1584,247434.58
1585,143374.81
1586,82046.2
1587,101497.76
1588,143565.69
1589,92112.695
1590,130328.68
1591,99297.11
1592,134742.27
1593,122674.99
1594,133375.45
1595,111483.48
1596,236513.19
1597,185102.67
1598,181295.48
1599,170050.38
1600,181203.0
1601,68165.516
1602,109030.44
1603,93966.18
1604,262157.0
1605,237537.39
1606,184121.33
1607,165065.9
1608,210115.8
1609,178124.42
1610,160416.52
1611,144397.11
1612,168989.67
1613,174975.97
1614,118798.32
1615,92875.87
1616,80342.35
1617,88380.88
1618,123558.28
1619,147650.77
1620,163524.61
1621,138008.38
1622,139768.67
1623,239537.69
1624,211221.38
1625,125539.95
1626,164763.47
1627,181575.62
1628,263284.47
1629,165896.16
1630,308794.25
1631,211072.58
1632,239359.56
1633,163340.84
1634,186524.89
1635,179168.97
1636,155721.88
1637,197885.94
1638,208201.67
1639,183099.77
1640,256241.48
1641,167445.28
1642,224871.88
1643,228010.47
1644,231794.67
1645,179928.2
1646,156611.73
1647,151383.02
1648,134893.86
1649,135097.52
1650,118096.28
1651,127239.21
1652,100685.71
1653,108969.11
1654,160921.1
1655,149155.2
1656,153373.86
1657,161756.58
1658,157747.2
1659,137006.62
1660,152801.42
1661,331344.75
1662,339619.9
1663,330669.84
1664,332431.94
1665,302646.66
1666,308753.62
1667,318982.22
1668,330445.1
1669,293572.25
1670,330581.22
1671,253675.08
1672,322851.88
1673,286544.22
1674,256513.61
1675,194046.05
1676,205488.17
1677,210824.52
1678,320643.25
1679,318561.47
1680,334909.56
1681,259227.6
1682,289038.22
1683,201511.0
1684,177630.62
1685,176043.52
1686,168633.08
1687,162782.11
1688,187634.62
1689,193232.4
1690,179578.67
1691,173733.86
1692,248091.67
1693,147690.2
1694,176076.42
1695,162839.1
1696,264578.25
1697,169547.4
1698,302415.25
1699,284513.94
1700,261276.95
1701,269913.2
1702,237496.4
1703,259777.0
1704,272904.25
1705,226973.62
1706,317916.25
1707,204019.97
1708,210004.8
1709,268546.44
1710,223904.64
1711,255990.62
1712,256223.64
1713,258223.62
1714,222759.19
1715,196265.27
1716,196338.66
1717,170270.08
1718,141110.67
1719,202922.44
1720,223516.77
1721,174766.5
1722,140572.61
