Id,SalePrice
1461,131382.73837017664
1462,151511.44717754365
1463,192825.56834100367
1464,194290.58147566687
1465,187885.810994886
1466,178515.05895049465
1467,179582.11732042168
1468,166734.06393994277
1469,171683.93923419976
1470,134344.40446279474
1471,185947.9519541787
1472,102915.58370594084
1473,103374.58549159481
1474,145463.70630268237
1475,118790.28967147
1476,286575.7861864477
1477,229326.16656428488
1478,262916.8622134262
1479,251443.22090138576
1480,286939.58420123724
1481,282100.644908997
1482,205536.22225263133
1483,170344.4967716836
1484,171302.65605889075
1485,171056.10044303662
1486,193151.22302432457
1487,294333.73155717226
1488,236364.7000576501
1489,191310.6605702808
1490,222659.61109580903
1491,185332.70093626386
1492,105565.52508004376
1493,169218.61026126225
1494,270688.3851977644
1495,273373.56380454905
1496,226030.43129587243
1497,182338.7095861037
1498,164245.5607319458
1499,163127.420127285
1500,162909.8498652245
1501,174590.23861565438
1502,149927.2144014474
1503,256027.47904127007
1504,243977.54666173639
1505,225540.0183914141
1506,185641.6637088538
1507,240983.43091635403
1508,182672.4456232337
1509,159438.30139162723
1510,153187.91764010317
1511,146492.47348533047
1512,166463.58698638808
1513,148675.29563890485
1514,139802.534647814
1515,184636.43759337196
1516,137601.19993622153
1517,156627.3577602262
1518,132735.42766766617
1519,208905.99314225937
1520,135026.02962549045
1521,138158.1293110844
1522,167590.93216285406
1523,115910.1352132604
1524,120389.2244432478
1525,124539.80191606848
1526,111536.46249197186
1527,108564.41285643642
1528,133377.8569112468
1529,140401.92924651765
1530,172203.3248369136
1531,111676.53599812646
1532,91376.79903833677
1533,137917.78258311294
1534,113208.0627791141
1535,152739.76922030907
1536,113072.43299801198
1537,97939.08657671831
1538,150235.308630009
1539,168630.8231126816
1540,94768.85873546895
1541,138621.80793925512
1542,146497.53656432388
1543,179120.17617028218
1544,80778.81168741807
1545,109556.22963960952
1546,125384.67687421563
1547,122810.78324182282
1548,131980.21545728017
1549,124950.97540560956
1550,142571.01250814498
1551,107569.60405860847
1552,156318.72252670137
1553,139259.79345583034
1554,123990.51459241153
1555,173791.06709657743
1556,98781.89411874059
1557,99424.2120801236
1558,104393.90887926846
1559,105720.60880904103
1560,122523.66749959257
1561,125534.558257034
1562,128990.36560177062
1563,125529.19424543619
1564,151108.79358850632
1565,161320.40732845868
1566,216878.2948117248
1567,77909.1358104798
1568,218673.56064936396
1569,143344.40733303825
1570,140455.1124899049
1571,118974.58258865337
1572,149605.06489498212
1573,207196.56496587757
1574,124771.53831556452
1575,212443.69609721264
1576,237564.443347827
1577,184347.73332611885
1578,142458.93127967982
1579,148624.54642276542
1580,187737.59933240732
1581,162589.24972677347
1582,133435.60056708858
1583,292365.7441201592
1584,227126.36081567593
1585,145976.61406901098
1586,78063.28279599914
1587,111472.55727703955
1588,148687.20372834164
1589,110803.85739763021
1590,130519.59284510756
1591,104632.82383640014
1592,112410.23891609667
1593,111393.15217869855
1594,111959.91911623407
1595,131912.22958007394
1596,226363.2945538674
1597,185619.5685848011
1598,168833.48397715032
1599,163214.52815096665
1600,168577.46355330668
1601,87380.62663740414
1602,118543.86945201555
1603,97082.58484594201
1604,239910.46953893433
1605,223690.99248668342
1606,155124.53883291018
1607,154197.18559329433
1608,200091.05457166248
1609,178221.54845894815
1610,160359.27751254995
1611,140732.3130495044
1612,165803.59837922742
1613,175599.12782941214
1614,120521.0279602133
1615,89471.96299466469
1616,82388.21175525899
1617,91378.13281311984
1618,128159.22164574165
1619,137366.68318087142
1620,165466.65758765585
1621,144778.80716556087
1622,149901.93182201902
1623,238253.88086921696
1624,215417.34756933883
1625,120540.05631192104
1626,153643.03966687163
1627,191474.44962968363
1628,262234.2736911007
1629,167547.0027086705
1630,291634.61721083353
1631,210791.91246602693
1632,224971.13612316182
1633,169890.9834371059
1634,192714.83294305747
1635,174605.44103715292
1636,158133.54844940593
1637,199150.2590463535
1638,188314.9655449916
1639,176681.45363214047
1640,230369.58971377098
1641,177132.0998948595
1642,219800.8553511526
1643,224908.23616230855
1644,237400.6109104001
1645,186599.1809752699
1646,156187.30236124803
1647,156611.51601470305
1648,136305.43120166683
1649,131404.67774752475
1650,121002.38081842562
1651,126205.48717124989
1652,101303.98576948684
1653,101717.18092827998
1654,147129.57474355388
1655,143500.4217926166
1656,144563.94096144996
1657,147042.70138330848
1658,149910.39955708705
1659,125943.23557026887
1660,167248.64176595735
1661,321850.97642505594
1662,313659.3221803039
1663,294797.1429250294
1664,309760.107766016
1665,269186.1847740113
1666,291681.4008999133
1667,300666.068475222
1668,280009.42510435364
1669,255117.16346888602
1670,290043.91839432565
1671,262386.26168979844
1672,303017.28099821805
1673,270096.817832638
1674,249297.68228786057
1675,204637.99254544082
1676,206129.64214631237
1677,207289.3056987603
1678,293278.2916954075
1679,295782.1958453682
1680,285932.3311652001
1681,227838.06360850343
1682,276974.59896506544
1683,188099.1974047107
1684,176772.08951846667
1685,173752.76210588575
1686,173881.94528625967
1687,168411.87562511524
1688,192151.80161039744
1689,194150.27558113151
1690,187791.83356944297
1691,177333.9359475832
1692,238474.92567880245
1693,161260.42816427382
1694,178545.15343894967
1695,156341.6906471035
1696,250227.60178788507
1697,154073.7414943562
1698,294732.1436394241
1699,285188.9124423987
1700,254016.61701443943
1701,267956.2817495514
1702,235454.64596281055
1703,244236.59732024997
1704,264749.020190423
1705,228495.3455713799
1706,306976.8003562641
1707,195292.65496550163
1708,197981.45785665087
1709,244825.38292243896
1710,222553.29494889008
1711,257361.0148755496
1712,249953.10270321777
1713,251100.79955158324
1714,227219.4795760969
1715,199944.891973327
1716,174715.96629004803
1717,168985.66731379254
1718,137982.13193207062
1719,194459.07165696332
1720,233959.55499464134
1721,171245.78666420135
1722,134964.3793927616
1723,163095.31259657006
1724,202485.5526371347
1725,228072.02975618243
1726,186997.3128555186
1727,168549.69176040887
1728,183631.08925108562
1729,159402.7249748213
1730,142017.4902868355
1731,127157.68638899298
1732,143505.15469415986
1733,127705.10421003151
1734,127025.44484049492
1735,133929.8096047455
1736,116021.55360887319
1737,231654.6573834494
1738,224931.17144398013
1739,229245.98933619357
1740,228461.82779821256
1741,199610.32938736296
1742,176394.41513175998
1743,175133.5230277104
1744,262075.82078542744
1745,191186.16710716955
1746,183680.3035592916
1747,203725.93193838635
1748,229492.70882287805
1749,162136.24247954373
1750,140331.32779316438
1751,228733.5685522501
1752,120697.33619990939
1753,153211.8334629265
1754,193244.6011713244
1755,167482.37778260783
1756,122319.79721374107
1757,119830.53978240809
1758,153965.92800648493
1759,151978.18030174228
1760,166253.89804990252
1761,139834.29247333977
1762,183079.8941880435
1763,151469.76925195867
1764,123424.59255499986
1765,175530.6536493843
1766,168023.0449184569
1767,192849.1181564538
1768,142004.24599984032
1769,157067.28190288242
1770,141781.74630159469
1771,131512.3441339095
1772,143922.7720669598
1773,144380.34921829661
1774,139596.57115040533
1775,129734.7261077542
1776,126831.24222430402
1777,103232.25407396274
1778,140599.17602764536
1779,115970.31683212364
1780,155782.35112684392
1781,131322.8138632415
1782,107549.28383787122
1783,157179.86256795155
1784,114062.44905502249
1785,103804.94405306655
1786,138708.0912292995
1787,144694.47647160315
1788,82241.36811710708
1789,94429.95535761774
1790,90132.954005534
1791,161069.01700278584
1792,148004.37417599093
1793,134822.33542107765
1794,145234.98657681607
1795,130358.72954427538
1796,122945.39328449195
1797,120474.02910461092
1798,121870.8584470238
1799,114268.24093843199
1800,121938.44109480726
1801,127868.75335757775
1802,129731.3800833209
1803,151798.79456845418
1804,131707.4893744267
1805,129695.27724509379
1806,123583.69879842599
1807,134461.82377249133
1808,110523.52796014045
1809,118374.010354211
1810,144728.0119750971
1811,94369.1548272333
1812,112856.79834241752
1813,123378.62849455736
1814,84439.68581747074
1815,77594.66057015488
1816,94185.44376645783
1817,115274.91907924126
1818,139380.68413178256
1819,133737.97863883126
1820,74710.14306129531
1821,119497.45636661151
1822,148154.21196951374
1823,73074.67698339948
1824,121140.23170191691
1825,149059.85167848077
1826,112159.1272827581
1827,107307.26632985818
1828,138870.8807184606
1829,120573.20849361105
1830,131473.24612681722
1831,120219.15749036701
1832,95469.02429320327
1833,146607.50271526375
1834,122503.54908316085
1835,130031.21874524206
1836,128388.57124431903
1837,87328.47008919713
1838,113345.92447634792
1839,109449.17820781053
1840,124653.86362989007
1841,127271.6119096722
1842,81804.64420561097
1843,146152.1795453243
1844,128636.20553804502
1845,148243.37289525135
1846,148461.76622592701
1847,168648.12517548638
1848,85357.73869380532
1849,105083.158191388
1850,118781.75931207622
1851,156808.0522409218
1852,132504.67115241752
1853,141918.69044314494
1854,162016.31164625945
1855,146850.10130645332
1856,228007.412750838
1857,148791.9007646639
1858,140974.34106116762
1859,114322.1431085943
1860,144344.96636443623
1861,113751.2515603056
1862,233494.19845707368
1863,226878.26077282245
1864,226878.26077282245
1865,279485.1499339621
1866,277558.1937683539
1867,232915.80432714417
1868,290616.00033188745
1869,199018.31847105452
1870,217840.98414953088
1871,243910.95717225526
1872,174760.77436674235
1873,222144.52804195406
1874,154097.85976490128
1875,198884.3307963581
1876,200719.3593951416
1877,210134.51525806612
1878,206004.357204124
1879,133724.2626838027
1880,134450.08245149342
1881,247797.20660079148
1882,248938.22248074395
1883,187361.26409597273
1884,205162.12851790624
1885,228049.62658799154
1886,271055.76753500913
1887,199497.1151024932
1888,261572.53336751126
1889,171305.62173531883
1890,129857.59196465276
1891,132015.33903249216
1892,110661.90158387546
1893,128803.64919095553
1894,126554.51456343726
1895,145332.44629028096
1896,128713.07022009659
1897,109989.31498772695
1898,125489.82839475496
1899,158255.78468200561
1900,153430.14029758208
1901,166986.71941383445
1902,147285.9726228146
1903,193451.40206516042
1904,146988.04486883283
1905,188494.73785414125
1906,159695.4888691196
1907,204164.24303968914
1908,117042.60055147015
1909,133141.90719373283
1910,122432.28836563283
1911,211275.32551576715
