Id,SalePrice
1461,127877.39
1462,156955.34
1463,184711.73
1464,201290.69
1465,185246.77
1466,177365.2
1467,192258.0
1468,167332.73
1469,182086.83
1470,122726.0
1471,197380.81
1472,98381.56
1473,94224.71
1474,147602.9
1475,117002.6
1476,306675.9
1477,231165.3
1478,291636.47
1479,265816.5
1480,311408.84
1481,299889.1
1482,198993.38
1483,169512.81
1484,162522.45
1485,179177.86
1486,195491.7
1487,295500.28
1488,236091.78
1489,185616.19
1490,217210.03
1491,185093.67
1492,100224.52
1493,172639.66
1494,290021.75
1495,278677.47
1496,237206.88
1497,181702.4
1498,158449.5
1499,156179.8
1500,159974.23
1501,171748.8
1502,142551.73
1503,270596.9
1504,256093.19
1505,231413.0
1506,184711.73
1507,253123.12
1508,182596.33
1509,155556.81
1510,151494.38
1511,141469.64
1512,166670.52
1513,140927.38
1514,156496.17
1515,185616.19
1516,143642.52
1517,175330.75
1518,130235.875
1519,210556.08
1520,136198.28
1521,135322.53
1522,168480.52
1523,106567.95
1524,124006.87
1525,124760.59
1526,113603.82
1527,107432.35
1528,143709.39
1529,137853.02
1530,192641.39
1531,98564.51
1532,98066.08
1533,141818.97
1534,117045.46
1535,139022.75
1536,109689.48
1537,68627.65
1538,153918.52
1539,184725.28
1540,95305.41
1541,138171.28
1542,136179.19
1543,202930.97
1544,87687.5
1545,109689.48
1546,125209.34
1547,124016.21
1548,140811.69
1549,121084.01
1550,131212.14
1551,108733.36
1552,139150.89
1553,146396.98
1554,125377.35
1555,165412.44
1556,89069.48
1557,107676.375
1558,96463.97
1559,86528.9
1560,139572.2
1561,138830.38
1562,125744.01
1563,125382.5
1564,156473.19
1565,144526.75
1566,259771.81
1567,66017.88
1568,211753.86
1569,140791.56
1570,149480.02
1571,120085.82
1572,143539.27
1573,198849.2
1574,122939.31
1575,216894.12
1576,259771.81
1577,177365.2
1578,149810.97
1579,141378.61
1580,185616.19
1581,167564.28
1582,125009.74
1583,307828.38
1584,233163.48
1585,139701.9
1586,67382.21
1587,95979.086
1588,154487.05
1589,96638.734
1590,131289.11
1591,95195.13
1592,117195.46
1593,120666.13
1594,116704.164
1595,109812.15
1596,243076.52
1597,181702.4
1598,187324.44
1599,177365.2
1600,174348.66
1601,63352.695
1602,107855.195
1603,93533.72
1604,259771.81
1605,231413.0
1606,172999.12
1607,158449.5
1608,200684.8
1609,168975.48
1610,159159.8
1611,131669.67
1612,159974.23
1613,164118.77
1614,126899.18
1615,85215.83
1616,67382.21
1617,85215.83
1618,124813.07
1619,142619.19
1620,152916.0
1621,138404.84
1622,143302.66
1623,272280.6
1624,220082.7
1625,124156.44
1626,158449.5
1627,192590.7
1628,270596.9
1629,169512.81
1630,299889.1
1631,204088.66
1632,231924.23
1633,168975.48
1634,190426.47
1635,179678.89
1636,154766.05
1637,197079.48
1638,195491.7
1639,177365.2
1640,262374.1
1641,166027.2
1642,232505.77
1643,227737.94
1644,236780.62
1645,192848.03
1646,154606.88
1647,150134.2
1648,129178.016
1649,135955.2
1650,116794.91
1651,120979.89
1652,98221.26
1653,103951.484
1654,150445.5
1655,146806.77
1656,145419.89
1657,149616.94
1658,150291.78
1659,135322.53
1660,157113.78
1661,311408.84
1662,311408.84
1663,311408.84
1664,311408.84
1665,296458.56
1666,310790.5
1667,311408.84
1668,311408.84
1669,293592.16
1670,311408.84
1671,277177.28
1672,311408.84
1673,280502.34
1674,253149.22
1675,201290.69
1676,204850.52
1677,219896.0
1678,311408.84
1679,311408.84
1680,311408.84
1681,248104.22
1682,308712.97
1683,188902.77
1684,177911.7
1685,174348.66
1686,163353.17
1687,171184.14
1688,192464.19
1689,196700.92
1690,186178.88
1691,177911.7
1692,250979.23
1693,162816.11
1694,182654.69
1695,166950.34
1696,258150.22
1697,175330.75
1698,311408.84
1699,299148.7
1700,266391.56
1701,290021.75
1702,236344.77
1703,253159.56
1704,288802.88
1705,232591.39
1706,311408.84
1707,196258.53
1708,200179.6
1709,259771.81
1710,217048.72
1711,253149.22
1712,250249.33
1713,277177.28
1714,227724.27
1715,196831.17
1716,182901.84
1717,162816.11
1718,135655.25
1719,204457.03
1720,232378.31
1721,163332.75
1722,128704.336
1723,155921.28
1724,200564.83
1725,227092.72
1726,185616.19
1727,160590.7
1728,177365.2
1729,167332.73
1730,151442.66
1731,121790.68
1732,140476.25
1733,123620.39
1734,121223.46
1735,135662.89
1736,111306.59
1737,287869.34
1738,270012.78
1739,241070.83
1740,223180.02
1741,185633.72
1742,172999.12
1743,177365.2
